sentiment	productId	userId	summary	text	helpfulY	helpfulN
-1	B001TEMCTS	A2ZEH18RDIZBJI	not what i was hoping for	the plant is pretty but they didn't gave me what i ask for. i ask for this plant in this picture and the send me another one with a darker color. what is not good is that once you open it you can not send it back. and also it was very small one. and the orchid is fake.	15	2
-1	B003VXFK44	A194XR1O94JG3T	Never got a chance...and still climbing	Ok...TODAY 4/15 this company decided to put them up for sale at 12.50 per 24pk...  This advertisement was on SLICKDEALS.NET<br /><br />Well... Went to order and refreshed the page and in my cart was now 1 at 36 dollars???? so they sold one out of my cart.<br />Next.... I waited 20 mins to see if it was a fluke and SD.NET started claiming dead link.<br /><br />Well upon refreshing again... they were now 44.95 for one 24 pack...<br /><br />Hey RIDICULOUS SELLER..... GET WITH THE PROGRAM ...IF THIS IS YOUR WAY OF RECOVERING QUICK MONEY...I THINK PEOPLE ARE MUCH SMARTER THEN THAT UPON PRESSING CONFIRM MY ORDER>..... ROUND OF APPLAUSE TO YOU FOR BEING SO UN-TECH-SAVY	1	2
1	B002TMV3E4	A1YBVBU27AKJ1J	Great decaf...	First, let's talk about the packaging.  I hate when coffee come packaged in bags like this.  They're quite cumbersome and in my opinion, do not keep the coffee fresh enough.<br /><br />As for the coffee itself, this was one of the better tasting decaf's I have had.  It has a very rich flavor that you do not normally find with decaffeinated coffee.  It has a wonderful aroma as well.  Very pleased with this product.	0	2
-1	B007M83302	A14ENWEKTHCBXR	Disappointing	"I was really hoping to get a really great nutritious & delicious snack for my family when I ordered this product.  I was really disappointed.<br /><br />The packaging is really good looking and I had high hopes, so when I opened the package to my chips, I expected something great.  I ordered the Chili Lime flavor and, since, I have had higher-fat chili lime chips in the past, I'd knew that I would love them.<br />First, they don't really look like what they appear to be on the packaging (no big deal though).<br />I took a bite out of the first chip and it had a really funny texture and strange flavor.  So, I looked on the back where it showed the ingredients and I was pretty surprised--it had a LOT of chemicals in the product.  Also, AND THIS REALLY FREAKED ME OUT, the main ingredient is not a sliced potato, but, ""potato ingredients (potato flakes, potato starch)"".  In other words, it's made of instant mashed potatoes!<br /><br />I thought the taste was funny and the ingredients curious.  However, there are no transfats or saturated fats in the chips (that's why I gave it 2-stars).<br /><br />All in all, I would rather pack my kids lunches with a bag of Lay's or Kettle chips than give them these chips.<br /><br />All The Best."	2	1
1	B0019GVYR2	A29BXBSJW26CS2	Baking Soda	Bob's Red Mill Baking Soda is an excellent product for baking with or making your own toothpaste.<br />It is aluminum free and free of any other harmful chemicals. We use it as a safe/legal product<br />on the Specific Carbohydrate Diet in healing my boys with ASD and healing my own fibromyalgia<br />as we have difficulty ridding our body of harmful toxins in foods.	8	0
1	B003EML8PM	A2YV6E02HAZE70	Pork rind magic!	These are magical. Put them in the microwave and they literally pop into a fresh hot crackly bag of pork rinds. They're a little on the salty side but no more so than most of the pork rinds you buy in the store. Each bag fills up a large cereal bowl. Good for a little snack when you need it and you don't want popcorn.	0	0
-1	B0081XIA1E	A3QJL7HRIIVND3	not good for small dogs	my dog was too small to move the covers with her mouth or paws- I don't recommend for any dog under 20 lbs!	2	0
-1	B007TJGZ54	A3SUGITNIVQNR5	Something's wrong with this coffee	These K-cups are either extremely old or they're not authentic Green Mountain K-cups. The coffee is weak and has a bad after-taste. Both my spouse and I have noticed this independently of each other.<br /><br />I tried to contact the seller to ask about this but couldn't figure out who it was.	3	1
-1	B000I6PXLW	A2MADJDVTOURXN	Chemical Taste Coffee	I purchased this coffee to make iced coffee drinks.  It has very little 'coffee' taste, and the dark chocolate taste is more chemical than chocolate.  Similar to the taste of flavoring used in baking.<br /><br />I will not be purchasing this coffee again.  My suggestion to those considering a purchase . . . buy something else.	1	0
1	B004K30HO2	A8JQV8V3XC6F9	Review of DisposaKups	Got product on time - early in fact,  Great Experience!  I would order from them again!  Very good place to buy these from.	0	0
-1	B000G6RYNE	A31MZR41SM9JU5	Too SOUR!	I love sour food but this one I can't bear.  Too strong sour taste... and even when you open the bag, the sour smell is too strong.  I don't like it.	1	6
-1	B002TMV3E4	AN81JUYW2SL24	Packaging needs improvement, great taste, decaff is not my thing	I'm not a coffee expert, but I know a good tasting coffee when I drink a cup. The Melitta Riviera is a light roast, with a nutty and creamy flavor. The aroma is just exhilarating. It left a nice aroma throughout the house, almost made it seem like I was in a coffee shop. Unfortunately, it is just decaffeinated and did not give me the jolt I need in the morning.<br /><br />The packaging caused some problems for me. The seal is excessively tight. I've never had this problem with Starbucks, Dunkin Donuts, Peet's Coffee, or Meijer packs. With the Melitta, it was so tight that when I did open it, the bag tore apart and spilled a lot of the ground coffee onto my kitchen top and floor. One could argue that this tight seal packs in all the flavor, I could argue that if it were easier to open I wouldn't have spilled maybe 3 days worth of coffee grounds onto the floor.<br /><br />Pros: Light roast, excellent aroma, nutty and creamy taste<br /><br />Cons: Decaf (arggghhh) and hard to open pack<br /><br />Overall: 3/5	0	3
-1	B006QQ2P3M	A1WXH8GR89KF7D	no lucid dreams for me	I tried the product for a few days. It did not help me with any Lucid Dreams at all. I tried it for few days, not every day. Nothing happened. All I got was a headache the next day..like a hangover headache,<br /><br />It tastes bitter like others have mentioned but nothing that I can't handle. The bitterness was no big deal for me.	0	0
-1	B002DLXXHG	A7ME4ZHMJ0HLJ	"Worst beef jerkey I've ever ""tried"" to eat"	"Absolutely horrible beef jerkey. It is really almost inedible. I threw most of this away. The taste is really off. The texture was way too soft. Almost fell apart in your mouth. I noticed that the ""beef"" did not come from USA per the package. Makes me wonder what kind of ""beef"" they are shipping in to dry. Is it old and rotten? Is it even beef? Sure doesn't tast like any beef jerkey I'm used to. Yuck."	2	1
1	B0031YJ38W	A3BH49ZKESHDID	Good snack for children	Breakfast cookies are a favorite with the young children (ages 6 and 9) of a friend.  These one-ounce cookies are the right size for young children.  The are individually wrapped, and can be used at home or as a take along snack item.  They can also be used as special treats on occasions like Halloween.	1	0
-1	B002OFZIV0	A35JMOL9OG5JIL	EW!!!	Oh my gosh, these are gross. I bought them because of Hungry Girl's glowing recommendation...and I gotta say, she steered me wrong this time. These are SUPER salty, and they taste like what I imagine dog kibbles would taste like.	1	1
1	B005K4Q1VI	ANN2AVY4DPB4C	A CHOCOHOLIC'S VIEW	AS  A CHOCOHOLIC FOR  MANY YEARS I CRAVE A GOOD CUP OF HOT CHOCOLATE.  THIS DONE IN THE KEURIG IS REALLY EASY AND FAST.  THE MILLK CHOCOLATE<br />IS TASTY AND THE DARK CHOCOLATE TASTES LIKE THE MANY CUPS OF COCOA I HAD AS A CHILD.  NOT PARTICULARLY CARRIED AWAY BY THE  PEPPERMINT<br />FLAVOR BUT IT WAS NOT STRONG ENOUGH  TO MATTER.	0	0
1	B0029J9U8S	A3QZU7LVSB3GU6	Nice mix - damaged peanut M&Ms	One problem with fun-sized bagged candies is that they are lots of small products in individual wrapping, that means that you have that many more changes of something getting squished or ruined. I've always wondered when they're cheaper than in regular stores or warehouses, if the quality is a little lower.<br /><br />In this case I handed out a lot of the candies and while everything was eaten, there were some major problems with both of my bags of peanut M&Ms. Almost all of them were crushed and there were peanuts with a little bit of M&M stuck to them and then a lot of M&M dust. The snickers were not squished and the twix sticks were all intact, so not sure what happened.<br /><br />That being said, these deals that Amazon are fantastic and they pack them very well. Definitely worth it if you need to buy it in bulk. Just, with all bagged candies, be forewarned that all the pieces may not come in totally intact.	1	0
-1	B001EO61AO	A1IF5UP2PK2T4U	Ruined by soybeans	SOYBEANS?!<br /><br />The whole attraction to cooking with duck fat (besides the flavor) is that it's a natural, healthy animal fat. Why on earth does this product need to contain soybeans (processed, not healthy)? Oh that's right, because the government subsidizes soybean farms and so soybean products must now appear in everything Americans eat. Reprehensible.	13	3
1	B003TIVBSU	A2LY3UROLX4RVP	Great product	"I was tired of paying upwards of $12 for two beans at the local store, so I thought that I would give these a try.  i was pleasantly surprised at the quality of the beans.  I was expecting the usual dried out lackluster vanilla flavor I have ""enjoyed"" from the super market spice rack, but these beans are so much better.  I used to live near a natural food store that carried an excellent selection of fresh  spices, unfortunately with the recession they closed down.  These beans rival those that I could purchase there.  They have a robust vanilla flavor that came through very nicely in the ice cream I made.  I was used to doubling up on the beans in the recipe to get the vanilla flavor I wanted, but quickly found out that I didn't have to with these beans.  Highly recommended ! Enjoy!"	0	0
-1	B000H3CPP8	AL8A1PM1P0C1H	expired !!!	all the chocolate and everything was expired !!<br />this was a gift for my brother, and he did not eat any of it!	0	0
1	B000UBDKII	AONLGMG5J8HAH	senseo coffee pods	The pods arrived fresh and quickly after ordering them.  By ordering the coffee through the subcription program they are a good value.  The flavor is good, slightly bitter after taste to this brand of coffee.	0	0
-1	B0078Y6OX8	A2K3J2X8KDY47N	bleh	every brand deserves to have one loser.<br /><br />this is van houtt's worst flavor in my opinion...	0	4
-1	B0017D070M	AMTDEF7SAP17N	Disappointed	For around $9, I recieved a small box of 8 crickets. I figured it would be like a delicacy, but upon popping one into my mouth- an overpowering vinegar taste along with an undesireably crunchy/non-dissolving texture(like eating a popcorn seed with vinegar powder) forced me to promptly spit it out. Disgusting, and a huge waste of money.	0	0
-1	B0001GUQ20	A22OQH6N79KIZZ	Heart palpitations after eating	I had heart palpitations after eating gravy made with this.  I searched for all of the ingredients online and found that disodium inosinate seems to cause this for a LOT of people.  It also contains MSG, which I don't have a problem with, but I know some people do.  Why can't companies make food that doesn't have crap in it?!?!?  $20 down the drain, I probably should have looked at the ingredients first.	2	0
-1	B0017U7TFG	A3NI0HY6FKENYC	Ok, if you use the directions from one of the others.	Though not my favorite this is ok, great for those on diets where you need to limit Sodium, fat and etc. My recommendation though is you follow the instructions that were on a different flavor. After following the initial instructions instead of letting it sit after stirring, microwave at 20% power for an addt'l 5 mins. The flavors meld better and the pasta is a much better texture.	2	0
-1	B004ZIER34	A1XJ3M3JTMD3HZ	It Even Smells Terrible	When I opened this package and sniffed (like I do all coffee), I just prepared myself for the worst in terms of taste. It smelled bitter and almost sour and sure enough that's exactly how it tasted as well. I am used to strong coffee but this is was just a travesty. In order to not waste it, I added some cappuccino and milk to it and managed to get it down but even through that, the sourness was still evident to some extent.	2	1
1	B007VF9ERW	A26FGZFSUSCEDH	spicy plum chutney	I've tried most of the Virginia chutney Co. (VCC) product range and particularly like their spicy plum chutney. It is good with cold meats, salads, cheddar cheese, and curries	0	0
1	B001EW5YQS	A1RPTVW5VEOSI	Pretty good for the money	I was a little concerned after reader some of the reviews here, but the warranty, Blue's reputation, and Amazon customer service convinced me to give it a try. And in general, I'm pretty satisfied with it. Using it with one of my Oktava MK-301 microphones I get excellent sound, no hum, and so far, excellent reliability. I'm using it with Audacity and a few other programs, none of which have any difficulty recognizing it. There were some issues setting it up initially, and I'm a bit leery about the plastic construction, but for what I paid I think it's a good value. For those thinking of using it in field recording- stick it inside a carrying bag, and tape the cable to it to prevent stressing the USB connector. You shouldn't have any problems.	1	0
1	B00139TT72	A3F70WJCOH2A	Best dog food	The best dog food ever for my dog. He has a sensitive stomach and not only does he love it but it totaly agrees with him.  My vet also feels it's a great product. Even my dogs teeth are cleaner since being on it.	1	0
1	B004391DK0	A251YHWOJEVIM9	Great!	Bisquick has made a wonderful gluten free product.  From pancakes to biscuits and everything in between are light and fluffy! Garlic and Cheddar or Cinnamon and sugar is a great addition.	0	0
-1	B0013A0NKS	A37HS7NFKODFEV	Not really using it.	To be fair, I've only tried this as a sweetener for coffee.<br /><br />I thought a toffee flavor would be a delightful addition to my coffee, so I picked this up. It has a distinct and unpleasant aftertaste--which is not unusual for artificial sweeteners.  This, however, is much stronger than other sweeteners.  I'm sticking with my Sweet 'n Low and shoving this in the back of the cupboard.<br /><br />For the seller, though, I have nothing but good things to say.  Prompt shipping and no problems.	1	0
-1	B001872UAW	A1GPS82OWNQWPG	Healthy Choice chicken Tortilla Style Soup	I enjoyed this soup.  It was flavorful with a nice blend of spices.  I will buy it again.	0	0
1	B001OKI1U6	AO0WFP6KNXAUK	The BEST dog food!!	I have two Chihuahuas and they absolutely love their little bites!  The ingredients are the best quality available .. organic chicken, flax seed, nutra-drops, and TONS of vitamins and minerals!  The best part about this food is that toy breeds can be on this from the time their little puppies til they're full grown- for life!  Try finding another dog food that does that!  This is a MUST if you have a toy breed dog.  It helps balance their glycemic index even at the most stressful periods of time.  Overall, it is just a really healthy food that will make your dog look and feel beautiful inside and out!	2	0
-1	B007TJGZ5E	A2ZSYINLY6M7HP	Yuk!	"I hated this K-cup and couldn't wait to be done with the box.  (We hate wasting unless toxic.)  So while not toxic, the best I can say for this variety is that it tastes like bitter, yet weak ""sock water"".  Now, after reading the many good reviews this blend has received, I'm apprehensive to trust the reviews of the other K-cup varieties."	2	4
-1	B001CWV4PA	A2EHTALOG3I373	Glutino crackers	very disappointed with this product. Although the taste is good it was difficult to serve these crackers with a topping of hummus to other celiac friends. The two foil pkgs in each box does not guarantee is whole cracker. From one foil pkg. in the first box I ordered I had 5 whole crackers...the rest of the foil pkg. was broken pieces. This does not speak well for Glutino products. I will never order them from Amazon again.	0	1
1	B000J2DQ46	A2TFLD78C0GRV2	In my opinion, the best clam chowder out there!  A perfect winter meal.	Bar Harbor clam chowder is absolutely fantastic!<br /><br />1. I am not usually a fan of soup out of the can.<br />2. I am really picky about my clam chowder.<br /><br />That said, I get this stuff in bulk.  There are several reasons for this, the first of which is the great flavor of clams and potatoes.  Second, I like the fact that the ingredients are all natural and, third, that one can adjust the level of creaminess and viscosity with what one adds to the soup (I like to use a mixture of milk and cream).  The fourth plus is that this soup contains neither bacon nor excessive amounts of spice or pepper - two things that ruin clam chowder for me.  I know bacon is popular with a lot of folks but I really just want to taste the clams when I have a bowl of New England clam chowder.  If you're like me in that respect, then I think you will like this soup too!<br /><br />p.s. As a child, I was a fan of Friendly's clam chowder (before they changed their recipe).  Bar Harbor is even better!	22	1
1	B000CC9V42	A2RK6QZSA6FWCY	Great mix, painful	This was a great selection of hot sauces, with a good variety of flavor. Each of the different bottles had a unique taste and each of them had a heat around the same as tabasco sauce. Oh, except for the Dave's Insanity. That will have you pleading for the sweet release of death.<br /><br />But the other sauces are very tasty, and very usable in everyday cooking. Recommended.	0	0
1	B000G1X45G	A1TTUR3TU0YFDG	Absolutely the best	This is the coffee we crave in our house. It is a strong brew, yet not bitter. Yuban is the best ground coffee we have tasted, yet.	5	1
-1	B0029K0YSW	A1W8U0003KC4X7	Musselmans/Whitehouse connection?	This review is about Musselmans apple cider purchased at Walmart.  This cider has the same poor taste that I experienced with Whitehouse apple juice last year.  In the case of the Whitehouse brand I found that, despite the proudly displayed American flag on the label, the juice was actually from China.  I would bet $10 that the Musselmans juice is from China despite the label saying otherwise.  I remember having great tasting cider when I was a kid in Pennsylvania. Doesn't seem to exist anymore.	1	1
-1	B000F5CDEG	AQ0YO72QN26W2	Hartz Rawhide Chew Sticks Pack of 20	MADE IN CHINA..<br />Even our dog food has gone the way of the Hershey Kiss. I won't be back to this vendor.<br />Will be looking for made and sold in AMERICA only.....	0	0
1	B003VXFK44	AZ70IOEOST19G	Hawaiian Hazelnut Always Out of Stock	The Hawaiian Hazelnut is my favorite K-Cup flavor from any vendor, but it's ALWAYS out of stock on Amazon.com; it seems that all of the other Puck flavors are available for a very reasonable $16.54/24-cup price and sold directly by Amazon.com, but HH's price fluctuates wildly from 3rd-party resellers and hasn't been available directly from Amazon.com for months.  As I'm writing this (8/24/12) the price of a 24-pack is $34.99 from the cheapest 3rd-party retailer, which is absolutely ridiculous.  AMAZON, why can't you stock the Hawaiian Hazelnut the same way you stock the other flavors??  The fact that I would take the time to write a review about this should tell you how much I like the product...	0	0
-1	B003VXFK44	AQDT7OY51SR4J	Good taste, but seals are loose so they're busting open while brewing	The vanilla coffee taste is pretty good and mild, as I expected. But I bought it for a discount from the Amazon Warehouse (otherwise K-Cups are a little expensive). When Amazon does this, it usually means they are trying to get rid of this stock quickly.<br /><br />As I expected, the expiration date is for a month or two from now, so they were trying to get rid of them. I also noticed the seals didn't seem as tight as they normally are. This also could be because it was sitting in Amazon's warehouse in the heat all summer.<br /><br />As I expected, about half of these K-cups burst open while brewing. (This is not usual, and I've tried many different brands.) This made them leak (so clean-up was kind of annoying) and not taste as fresh, but it still tasted decent. Bottom line: When K-cups are discounted from Amazon Warehouse, be ready to pay in other ways! lol	0	0
-1	B005DVVB9K	A37G0BWN68TBMP	Maybe Chocolate... Maybe Coffee	"It is hard to write a review for an item sent as a gift to someone else.  It seems that when you order this you may receive the Chocolate, but you may instead receive the <a href=""http://www.amazon.com/gp/product/B005EF0I0I"">Coffee Sampler Gift Basket by ig4U</a>, as my gift recipient did.  Thankfully she loves coffee, so it was not a total bomb, but her packing list DID say Chocolate AND I wanted to send Chocolate."	3	0
1	B001FZR732	AHUW2R5C0JV34	Great	These cashews were what I was hoping for, they were large and very fresh. They met my expectations I recommend Koeze for anyone looking to purchase these especially if they are a gift. I was not disappointed.	0	0
-1	B0013ENGXK	A3E41R118HJM67	Really Gross	"I've read lots of other reviews deeming this tea as ""coffee tasting"" or with ""roasted flavors,"" but to be very truthful, it tastes just the way I could imagine second hand smoke would. It's very very strong, requires 15 minutes to steep, and is not for the faint hearted. I've heard wonderful reviews related to weight loss regarding this product, but I was not able to tolerate the taste long enough to actually see any weight loss benefits. Good luck to those who care to brave this ""roasted"" flavor."	2	0
1	B000LKYVZE	A3JYLDBIUFXZX5	Delicious and educational!	I hate bugs, but I adore these Bug Bites chocolate squares!  The chocolate is smooth and sweet, and small enough to be a daily indulgence.  Plus, each square comes with a tiny insect flashcard with a photo and factoids for your favorite entomologist.<br /><br />Pull the trigger on this one.  Your sweet tooth will thank you.	3	1
1	B000LKZ84C	AX668BUQRHI7C	Like it a lot	This is much different than the water packed tofu I'm used to but I like it a lot. I've only made pudding with it so far (chocolate, chocolate peanut butter banana, and next, pumpkin!) but I can see the potential uses. And reading other reviews and doing various searches for ideas (mayo! sauces! dips! smoothies!) really help too. I'd love to be able to replace mayo with tofu and create a creamy cheesy tofu sauce for mac & cheese. Imagine the calorie savings!<br /><br />The best thing about this tofu is that it's shelf stable. I read on their website (morinu.com/) that each pack is dated on its creation date and is good for one year from that date. That's useful info. Also check their website for recipes and suggested uses. Each pack has a recipe on it but it's the same for all 12.	1	0
1	B002ANCCK6	A3IIKMBDK9Y2HQ	My cats are Tiki Cats	I first learned bout Tiki Cat while searching for responsible and healthy food for my cats. I tried many different brands of cat food before Tiki Cat. I knew I had a hit when even my finiky cat came running for Tiki Cat food time. They seem to like the Sardines best, but I'm sure that every cat is different, and Tiki Cat has so many varities you're sure to find one your cat likes. Amazon has the cheapest price for this product, and it's delivered right to my door! I'll never have to drive to a pet store and pay extravagent prices for good cat food again!	0	0
-1	B001EPPCFS	A13JU88JAHN72I	Why does a product made in Britain have a package written in arab?	I recieved the Mcvities biscuts in the mail and was surprised to see the ingredients werent written in english and there was an Arab due by date. This is a product supposedly made in Britain. Im uncomfortable to say the least about this. SO its nly getting 3 stars from me.	1	6
1	B000G6MBX2	A471XPKNUEJGU	Plocky's Sweet Smokey Chipotle Whole Grain Tortill...	I think Plocky's brand as a whole is a cut above in quality but I found these to lack in taste somewhat and be a little greasy.	1	0
1	B002PNGY28	A1MJS2BIKE44ZP	Great for ferrets too!	On the first offer my ferret didn't want the treat. But a couple of days later I noticed him trying to steal the whole bag, so I offered a piece again. This time, and ever since, he's loved it. Go figure!<br /><br />I like this treat for ferrets because the pieces are appropriately sized (ie- small) for a ferret, and the ingredients and stats are superior to most ferret treats! His digestion has been less affected by these than by many ferret treats also :)	0	0
1	B0032AM8H8	A1FNVXNEPWBZRR	Limited Relief, Better Than Nothing	"Earth Mama Angel Baby Organic Heartburn Tea did not cure my heartburn.  In fact, I'm currently 29 weeks' pregnant, and have tried (with my doctor's approval) Tums, Pepcid (famotidine), Papaya Enzymes, pathetically bland food and loads of vanilla ice cream, but nothing has singlehandedly *cured* my heartburn.<br /><br />However, this tea does help, depending on the type and severity of the heartburn.  Marshmallow, the useful ingredient, works by helping to coat your stomach and digestive tract.  When one of my friends recommended this tea to me, she explained, ""It won't stop the acid from being produced, or stop it from coming up, but it will make the whole experience less painful and nasty.""  I couldn't agree more.  Subsequently, it's not as effective for combating the I-shouldn't-have-eaten-that-salsa type of heartburn, but is pretty useful for the 2-am-lying-in-bed-without-gravity-to-help-keep-food-down-it-just-won't-stay-down type of heartburn.  In fact, pair the Earth Mama tea with sleeping in a recliner, and the 2 am burn is no longer one of my concerns.<br /><br />The taste of the tea is sort of grassy with a bit of mint.  I don't find it too bitter to drink without a sweetener.  My best tip for making the tea work well is to start drinking it before the heartburn becomes a problem.  I usually brew a large cup to have with my dinner, then reserve a few mouthfuls' worth of the tea to sip during the night when I wake up.  The taste is fine when the tea is cold, and I find it no less effective.<br /><br />Overall, I recommend Earth Mama Angel Baby Organic Heartburn Tea."	1	0
1	B001CWZXIY	AX4O74TEOCT04	Great Dog Food :O)	I just switched my 11 and a half year old Boxer to this food and it is awesome! She switched over no problems with no weaning off her old food. It has cut her gas down and has been so easy on her stomach. It also tastes so good to her that she will eat it without wet food mixed in. I wish I had found this food 11 years ago. It is great and we will switch our Boxer puppy to it when it is time. Also...very affordable:)	0	0
-1	B00412W76S	A16QUBP9J1KSDM	tea OK, postage way too high	The sage tea is OK, but I was surprised that for 2 boxes from the same sender was I charged double the postage -- the tea weighs next to nothing.  Why not charge for the actual weight instead of a set price for each item?	4	6
-1	B001EQ5EQE	A12WVAXWII6OPK	Tastes processed	I usually order Bustelo Decaffeinated coffee and I am used to the taste being the same as regular espresso. I tried this Lavazza decaf espresso and I am extremely disappointed. It's really obvious when you taste it that it is decaffeinated and tastes like it is processed. I ordered the 4-pack and would really like to send back the three that I haven't opened yet if I can do that...	0	0
-1	B0029O0EFG	A1NVCHPBNJUTTC	Corn?? Really??	My two cats are both over 10 yrs of age - and they are different in how they eat - but one thing is for sure - they don't and can't digest CORN!!!  My Russian Blue cat, Katie - got sick EVERY TIME she ate. They don't get outside - so they needed more protein in the diet - and even though it seems like a good food ( I was hook line and sinker too) - it is not worth it when my cats are constantly throwing up five minutes after eating it.  So - it was time for a change.  Read your labels carefully!!  They need MEAT - PROTEIN! - not corn!	1	1
-1	B00170NWEI	A2HHUDN984TUBO	tastes too grassy	I would recommend trying Rishi's matcha super green tea (sencha and matcha blend) over this one.  That tea is very similar but the grassy taste is balanced a bit better.	0	0
1	B004391DK0	A17DHSQXZHY7O5	Best there is!	Love this mix for pancakes!<br />Many GF products have other ingredients I'm allergic to, so finding something that tastes great and is convenient is pretty exciting. I make a batch of pancakes and freeze individual servings to microwave later.<br />Just had the yummy Cheeseburger pie for dinner last night, recipes can be found on Bettycrocker.com.	2	0
1	B001E5E29A	A3HXF3GVPBQ5B	Delicious, makes a great gift	This is the best pancake mix!  I've sent this to several people, and they all love it. The two-pack makes a nice little gift.	3	2
-1	B0081XIA1E	A3RLAXDVBBGJ30	Dog snout doesnt fit!!	Our Lab puppy was able to figure out how to turn the red bar and left the dispenser lids, but the angle of the treat pod is such that she can't fit her snout, or manuvuer her tongue very well to get the food.  Even turning her snout sideways didn't help.  The idea has promise but unfortunately the design is lacking.  We'll keep trying but it doesnt really hold her interest since she can't get the reward.	1	0
-1	B003EML8PM	A2HULQXHNHQ98E	OK Product But..	I have popped several of these bags in the past week, And every single one of them does not pop up as much as they used to. They used to pop up like a bag of popcorn does, These bags stay very flat in the microwave oven, And when you take the bag out you have to be very quick about opening it, Or it implodes and sticks together!<br /><br />I used to purchase these Microwave Pork Rinds direct from the company, And had never had a problem until now.<br /><br />So it's up to you to decide if you want to buy these or not, They are very tasty and very healthy for you too!	5	1
-1	B001AW9PTO	AJMY77NAPOLQ1	TOO SALTY	I like almost everything about this jerky, the toughness and chewiness. But it is just too salty. If you nibble it, you may enjoy it but that is not how i eat. Also, it is not good for my health to eat something this salty. I have run into too many of salty beef jerky patches recently. This review is for the wood smoked, but if other flavors contains the same amount of salt per serving, they will be just as salty. Why everything is either too fatty, sweet or salty??? Are they trying to get us addicted?	1	2
1	B004K051VE	A3NUZY4Y6B2GHD	Yummy	Wonderful! My son loves these granola bars! He has celiac and we wanted to try something different, these were a hit!	0	0
1	B003TIVBSU	A2MP0MXACK5LCP	What a deal!	These beans are magic. Plump, moist, potent. The aroma was so rich that I could smell the deliciousness even before I opened the double-wrapped, vacuum-packed plastic bag. The best thing, though, is the price for this outstanding quality. Two weeks ago, out of dire necessity, I paid over $8 for a single vanilla bean in my grocery store spice aisle. The bean was fine, but $8? Really? When I saw these I rejoiced. Less than 50 cents a bean! Now that I have them and have had some home-made vanilla ice cream made with them, I can safely say this is the single best value I've ever found on Amazon in all the years I've shopped here. I'm sorry the one buyer received a bad batch of these. Mine are perfect. I will definitely be buying again.	0	0
-1	B002UQ7NP2	A30UXI3KH3WA51	Not very Bellini...	"This tea has mostly all raspberry flavours with little to no peach at all.  I added a peach green tea bag when I brew it & a little sweetener.  It's very tough to taste the ""sparkling wine"" flavour, either.  At best, it's a nice raspberry green tea, but it's certainly not what I was expecting & hoping for.  If I bought it from a store, I would have taken it back."	0	1
-1	B005K4Q1VI	A3KXF5G0KNUZWF	Should have listened to other bad reviews :(	I wish I had listened to the other bad reviews.  The artificial sweetener taste is awful.  I gave two stars only because my husband doesn't seem to mind.  I can't drink this- even if they were a bargain.	0	0
-1	B0002PHDAS	AZG3HY4YMNDBB	Misleading	"The web information fails to mention the main ingredient is alcohol, with a small percentage as ""pure"" extract."	2	14
1	B00139TT72	A2QH9QPGY8NVV1	My dog loves it!	I have a 3 year old Boston Terrier who is not only a picky eater, but most dog foods give him bad gas.  I searched high and low for several months for a dog food that would help with his stomach issues and finally found another brand of dog food that, while not organic, helped relieve the gas problem.<br />After finishing a bag of the old brand, I stumbled across this on amazon one cold day and thought I'd take a chance and see if he'd like it or not.  I'm happy to report that he loves it AND it doesn't give him horrible gas at all.  His coat is shiny and healthy, as well.  The only downside I can see--like the other brand--is the price.  But being that the product is high quality and organic, I can't argue that too much.  Plus, with amazon's subscribe and save, I get it at a discount and delivered right to my front door.  You definitely can't beat that!<br />Overall, I'm very satisfied with this and will continue to purchase.	1	0
1	B000CQ6KSI	A8BAQD5UMEF1C	THIS IS THE BEST MAC AND CHEESE	To all those who complain of the taste......you arent making it right.<br /><br />I know because sometimes i put in a little too much milk....or whatever. But when you make this stuff right it really rules. Its also good to know that im not eating as many chemicals as other kinds of mac and cheese.<br /><br />I find the family size serving better personally.	0	0
-1	B001LGGH40	A2MY9VXHZYAHUZ	Tastes like a cheap lollipop.	"What is supposed to be the purpose of this soda? ""100% juice""--but not 100% of what's on the front of the label. Kiwi, raspberry, and strawberry juice concentrates are lesser ingredients; apple and grape juice are in the majority. And so what if it has 100% of the RDA of Vitamin C. So do a lot of other things. Is it possible to OD on vitamin C?<br /><br />The bottom line, though, is no matter what the combination of juices is, it tastes like cheap candy. Not pleasant at all."	1	1
-1	B0032BXUJM	A16ANQ3BTOXRW0	Not as Bold and Strong as Hoping	I like pretty much anything Emeril teaches or sells but this is not that strong and bold of a coffee and was hoping for a bit more BAM but it is pleasant and I will drink my 50 k-cups but probably go back to the Timothy's Double Black Diamond  or something with a bit more bump to it. Nice for after dinner but not a real waker upper	0	0
1	B004391DK0	A9QJFSNLP5XPJ	Great!!!	The absolute best baking product of its kind---I have tried almost ALL gluten-free baking products and Bisquick Gluten Free is by far the BEST!!!  A little expensive but worth the money!!!!!	1	0
